SMILES,Predicted Side Effects,Severity,Severity Score
O=C1NC2C(CSc3nnnn3CC(O)=O)C(=O)N(C)C(=O)C=2C(C)C1N,"headache, dizziness, photosensitivity, stomach upset, vision problems",Not Severe,0.0588
C[C@@]12CCC/C(=C\C=C3/C(=C)CC[C@@H](C3)O)[C@@H]2CC[C@@H]1[C@@H](CCCC(C)C)C,"nausea, diarrhea, vomiting, headache, itching",Not Severe,0.1459
Oc1c2c(cc(oc2cc(O)c1-c1c2c(c(cc(-c3ccc(cc3)O)o2)=O)c(cc1O)O)-c1ccc(O)cc1)=O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.2024
C(Sc1[nH]c(=O)c2=CC(OC)=C(NC=c2n1)OC)c1c(cccc1)F,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.1692
C1(OC(C(OC2OC(C(O)C(C2O)O)C)C(C1O)O)Oc1cc2c(c(c1)O)C(=O)CC(c1ccc(O)cc1)O2)CO,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1066
C(NC(=N)N)(N(C)C)=N,"diarrhea, rash, bloating, gas, belly pain",Not Severe,0.0841
O/N=c1/ccn(c([nH]1)=O)[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)COC(=O)C(C)C,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1123
O=C(C)Nc1ccc(cc1)O,"dizziness, stomach irritation, kidney damage, bleeding, bloating",Not Severe,0.0869
c1(cc(O)cc2c1c(c(c(-c1ccc(c(c1)O)O)o2)O)=O)O,"headache, dizziness, vomiting, nausea, diarrhea",Not Severe,0.1246
O[C@H]1CCN2[C@H]1[C@@H](O)[C@H](O)[C@H](C2)OC(CCC)=O,"nausea, diarrhea, vomiting, itching, dizziness",Not Severe,0.1686
N1C(C(C(C2C(N(C)C(C(CSc3n(nnn3)CC(O)=O)C1=2)=O)=O)C)N)=O,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.0757
c1(O)cc(cc(O)c1O)-c1oc2c(c(cc(c2)O)O)c(=O)c1O,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.1686
n1([C@H]2[C@H](O)[C@H](O)[C@H](O2)CO)nc(nc1)C(=O)N,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.1177
[C@@H]1(CC[C@H]2/C(CCC[C@@]21C)=C/C=C1/C[C@@H](O)CCC1=C)[C@@H](CCCC(C)C)C,"nausea, diarrhea, itching, stomach pain, dizziness",Not Severe,0.1736
c1(c(cccc1)C(O)=O)OC(=O)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1292
c1cccc(C2=C(N(C3C(C)C(=O)N2CC3=O)C2C(C(C(O)C(C2C)C)O)O)O)c1,"dizziness, photosensitivity, stomach upset, stomach pain, heartburn",Not Severe,0.0763
c1c(=O)c2c(c(O)c(O)cc2oc1-c1ccccc1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.164
c1(O)cc2oc(c(O)c(c2c(c1)O)=O)-c1ccc(O)c(c1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.2121
OCC1OC(Oc2cc3c(c(c2)O)C(CC(c2ccc(cc2)O)O3)=O)C(C(C1O)O)OC1C(C(O)C(C(C)O1)O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.0936
C(/C(=C/C=C/C(=C/C(Nc1ccc(cc1)O)=O)C)C)=C\C1=C(C)CCCC1(C)C,"skin dryness, night-blindness, headache, agitation, skin rash",Not Severe,0.1483
C(=C(C)/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)C)\C(Nc1ccc(cc1)O)=O,"headache, skin rash, dizziness, vomiting, nausea",Not Severe,0.0916
c1cc(ccc1-c1oc2cc(O)cc(O)c2c(c1O)=O)O,"diarrhea, nausea, headache, dizziness, stomach upset",Not Severe,0.2215
c1cc(cc2c1c(cnc2)N1CCN(C)CC1)Cl,"constipation, dizziness, headache, fatigue, nausea",Not Severe,0.2261
O1[C@H]([C@@H]([C@H](O)[C@H]1COC(=O)C(C)C)O)n1c([nH]/c(=N\O)cc1)=O,"diarrhea, dizziness, nausea, headache, vomiting",Not Severe,0.1511
CC(CCC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)/C(=C/C=C1/C[C@H](CCC1=C)O)CCC2)C)C,"nausea, diarrhea, itching, vomiting, stomach pain",Not Severe,0.1575
c1cc(ccc1O)NC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1
C(S[C@@H](c1cccc(c1)/C=C/c1ccc2c(n1)cc(cc2)Cl)CCc1c(C(C)(O)C)cccc1)C1(CC1)CC(=O)O,"headache, diarrhea, vomiting, nausea, dizziness",Not Severe,0.1925
C(=C/C(=C/C=C/C(C)=C/C(=O)Nc1ccc(O)cc1)C)\C1=C(C)CCCC1(C)C,"skin dryness, night-blindness, headache, agitation, skin rash",Not Severe,0.1296
c1(c(O)c(-c2cc(c(cc2)O)O)oc2cc(cc(c21)O)O)=O,"diarrhea, dizziness, bloating, gas, belly pain",Not Severe,0.1445
N(CCCC(C)Nc1ccnc2c1ccc(Cl)c2)(CC)CC,"dizziness, nausea, vomiting, constipation, loss of appetite",Not Severe,0.2648
c1(O)ccc2c(c1)occ(c2=O)-c1ccc(cc1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.2068
c1c2n(c(C)nc2cnc1)-c1ccc(cc1)C1NC(C)=C([C@H](C=1C(=O)OCC)c1c(Cl)cccc1)C(Nc1ncccc1)=O,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1542
OC(=O)c1ccccc1OC(=O)C,"diarrhea, dizziness, headache, nausea, hives",Not Severe,0.1413
[C@H]1(C[C@H](O[C@@H](C)[C@H]([C@@H]1O)CC)c1cc(O)c(O)c(c1O)O)O[C@@H]1C[C@H](O[C@H](N(C)C)[C@H]1O)O,"nausea, diarrhea, dizziness, itching, vomiting",Not Severe,0.1576
N(C(=N)N)C(N(C)C)=N,"bloating, gas, diarrhea, belly pain, constipation",Not Severe,0.0875
CC(NCC(O)c1ccc(cc1)Nc1ccccn1)C,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1732
Oc1c(=O)c2c(O)cc(cc2oc1-c1cc(O)c(O)c(O)c1)O,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.165
c1c(c2c(cc1OC)OC(CC2=O)c1ccccc1)O,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1241
C(=Nc1cncn1C)(N(C)C)SCCNC,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1485
c1(nc2c(cc1)ccc(c2)Cl)/C=C/c1cccc([C@H](SCC2(CC(=O)O)CC2)CCc2ccccc2C(C)(C)O)c1,"headache, diarrhea, vomiting, nausea, dizziness",Not Severe,0.1563
C(=C\C=C\C(=C\C(Nc1ccc(O)cc1)=O)C)(C)/C=C/C1=C(CCCC1(C)C)C,"skin dryness, night-blindness, headache, agitation, skin rash",Not Severe,0.1042
[C@@H]1(CCN2[C@H]1[C@@H](O)[C@H](O)[C@H](C2)OC(CCC)=O)O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1076
c1cc2CC(c3sccc3C(=C3CCN(CC3)C)c2cc1)=O,"dizziness, drowsiness, dry mouth, stomach pain, heartburn",Not Severe,0.1386
Oc1c(c(c(cc1[C@H]1O[C@H]([C@@H](CC)[C@@H]([C@@H](C1)O[C@H]1[C@@H]([C@H](O[C@@H](C1)O)N(C)C)O)O)C)O)O)O,"nausea, vomiting, itching, diarrhea, dizziness",Not Severe,0.1811
c12ccsc2C(=O)Cc2ccccc2C1=C1CCN(C)CC1,"dizziness, diarrhea, stomach pain, heartburn, skin irritation",Not Severe,0.2017
[C@@H]1([C@@H]([C@@H]([C@@H](COC(=O)C(C)C)O1)O)O)n1c(=O)[nH]/c(cc1)=N\O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1551
c1cc(ccc1)C=CC(=O)c1c(OC)cc(O)cc1O,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.2131
c1(c(C(=O)C=Cc2ccccc2)c(cc(O)c1)OC)O,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.096
OC(CNC(C)C)c1ccc(cc1)Nc1ccccn1,"nausea, vomiting, itching, dizziness, headache",Not Severe,0.2743
c1(cnc(cc1)C(c1ccccc1)CCN(C)C)Cl,"fatigue, headache, constipation, stomach irritation, kidney damage",Not Severe,0.1962
c1cc(ccc1-n1c2ccncc2nc1C)C1NC(=C([C@@H](c2ccccc2Cl)C=1C(=O)OCC)C(=O)Nc1ccccn1)C,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1431
[Na+].c1(C(C)c2ccccc2)ccccc1C(C)C(=O)[O-],"dizziness, headache, nausea, vomiting, diarrhea",Not Severe,0.1327
C1(C(O)C(O)C(OC1C)OC1C(O)C(O)C(CO)OC1Oc1cc(O)c2C(=O)CC(c3ccc(cc3)O)Oc2c1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.0891
C(Cn1nnnc1SCC1C2NC(=O)C(N)C(C=2C(=O)N(C)C1=O)C)(=O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.0867
c1c2nccc(c2ccc1Cl)NC(C)CCCN(CC)CC,"dizziness, nausea, vomiting, drowsiness, dry mouth",Not Severe,0.2047
C1(C)C(C)C(C(C(C1O)O)O)N1C2C(C(=O)N(C(c3ccccc3)=C1O)CC2=O)C,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.0817
c1(C(CCN(C)C)c2ccccc2)ncc(cc1)Cl,"dizziness, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.1586
c1(c(O)c(O)c(O)cc1[C@H]1O[C@@H](C)[C@H]([C@H](O)[C@H](O[C@@H]2C[C@H](O[C@H](N(C)C)[C@H]2O)O)C1)CC)O,"nausea, diarrhea, dizziness, vomiting, itching",Not Severe,0.1706
O[C@@H]1[C@H]2N(C[C@H](OC(=O)CCC)[C@@H](O)[C@@H]2O)CC1,"nausea, diarrhea, dizziness, flatulence, diarrhoea",Not Severe,0.2008
c1(ccc(NC(C)=O)cc1)O,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.0999
c1(-c2ccc(cc2)O)c(c(c2c(cc(cc2O)O)o1)=O)O,"headache, dizziness, vomiting, nausea, diarrhea",Not Severe,0.1608
c1(cc(-c2c(O)c(=O)c3c(o2)cc(cc3O)O)ccc1O)O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.1316
c1ccccc1C(CCN(C)C)c1ncc(Cl)cc1,"dizziness, drowsiness, dry mouth, flatulence, diarrhoea",Not Severe,0.2212
c1cc(ccc1)C=CC(c1c(cc(O)cc1O)OC)=O,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.1512
c1(ccc2c(n1)cc(cc2)Cl)/C=C/c1cccc([C@@H](CCc2c(cccc2)C(C)(O)C)SCC2(CC(O)=O)CC2)c1,"headache, diarrhea, vomiting, nausea, dizziness",Not Severe,0.1739
c1(CSc2[nH]c(c3=CC(=C(OC)NC=c3n2)OC)=O)ccccc1F,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.1152
C1N(c2c3c(cc(cc3)Cl)cnc2)CCN(C)C1,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2378
CN(C(=N)NC(N)=N)C,"diarrhea, constipation, bloating, gas, belly pain",Not Severe,0.096
C(CCN(CC)CC)C(Nc1ccnc2c1ccc(Cl)c2)C,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2571
C=C1/C(=C\C=C2\[C@H]3[C@](CCC2)([C@@H]([C@@H](CCCC(C)C)C)CC3)C)C[C@H](CC1)O,"headache, vomiting, diarrhea, dizziness, nausea",Not Severe,0.0841
c1c(-c2ccc(O)cc2)oc2cc(O)c(c(O)c2c1=O)-c1c2oc(cc(=O)c2c(O)cc1O)-c1ccc(O)cc1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2261
c1(c(O)c(=O)c2c(o1)cc(cc2O)O)-c1ccc(cc1)O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1463
CC(NCC(c1ccc(cc1)Nc1ccccn1)O)C,"headache, dizziness, fatigue, stomach irritation, kidney damage",Not Severe,0.1471
c1(c2c(O)cc(O)c(c2oc(-c2ccc(O)cc2)c1)-c1c(c2c(oc(cc2=O)-c2ccc(O)cc2)cc1O)O)=O,"dizziness, headache, nausea, diarrhea, cough",Not Severe,0.2312
N(C(C1[C@H](C(=C(NC=1C)c1ccc(-n2c3c(nc2C)cncc3)cc1)C(OCC)=O)c1ccccc1Cl)=O)c1ncccc1,"dizziness, headache, skin rash, diarrhea, nausea",Not Severe,0.1174
C=C1/C(C[C@H](CC1)O)=C\C=C1\[C@@H]2CC[C@H]([C@H](C)CCCC(C)C)[C@]2(CCC1)C,"headache, diarrhea, nausea, vomiting, itching",Not Severe,0.1081
O[C@H](CO)[C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)N=C(N)N)C(=O)O)O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1075
c1c(ccc(NC(/C=C(/C=C/C=C(C)/C=C/C2=C(CCCC2(C)C)C)C)=O)c1)O,"stomach upset, photosensitivity, drowsiness, dry mouth, dizziness",Not Severe,0.0777
CN(C)C(SCCNC)=Nc1n(C)cnc1,"diarrhea, dizziness, headache, skin irritation, redness",Not Severe,0.1219
CN(C(=Nc1n(cnc1)C)SCCNC)C,"dizziness, headache, diarrhea, stomach irritation, kidney damage",Not Severe,0.1116
S(C(=Nc1cncn1C)N(C)C)CCNC,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1399
Clc1cc2nc(/C=C/c3cccc([C@@H](CCc4ccccc4C(C)(C)O)SCC4(CC(O)=O)CC4)c3)ccc2cc1,"dizziness, headache, cough, nausea, diarrhea",Not Severe,0.1906
Cn1c(N=C(N(C)C)SCCNC)cnc1,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1247
c1(O)cc2occ(-c3ccc(O)cc3)c(=O)c2cc1,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.238
c1c(C(=O)N(CC)CC)cccc1C,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.1441
c1(O)ccc(NC(C)=O)cc1,"diarrhea, dizziness, headache, nausea, skin irritation",Not Severe,0.1368
C(/C=C1\C(=C)CC[C@H](O)C1)=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,"headache, diarrhea, nausea, vomiting, dizziness",Not Severe,0.1129
N(C)(C)[C@@H]1[C@@H](O)[C@@H](C[C@@H](O)O1)O[C@@H]1C[C@H](O[C@H]([C@@H](CC)[C@@H]1O)C)c1cc(c(c(O)c1O)O)O,"nausea, diarrhea, vomiting, headache, itching",Not Severe,0.2079
c1ccccc1C(c1ccc(cn1)Cl)CCN(C)C,"dizziness, drowsiness, dry mouth, flatulence, diarrhoea",Not Severe,0.2006
N1(CCN(CC1)c1c2c(cnc1)cc(cc2)Cl)C,"fatigue, headache, skin irritation, redness, swelling",Not Severe,0.2115
c12cc(cc(c1c(c(O)c(-c1cc(c(O)cc1)O)o2)=O)O)O,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1213
c1c2c(ccc1Cl)c(cnc2)N1CCN(C)CC1,"constipation, headache, fatigue, dizziness, nausea",Not Severe,0.3127
c1c(c(ccc1)C(=O)O)OC(=O)C,"diarrhea, dizziness, skin irritation, redness, swelling",Not Severe,0.1482
C(CSC(N(C)C)=Nc1cncn1C)NC,"dizziness, diarrhea, headache, bloating, gas",Not Severe,0.1082
C(c1ccccc1F)Sc1[nH]c(c2c(=CNC(OC)=C(C=2)OC)n1)=O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1167
N1(C2C(C(O)C(C(C2C)C)O)O)C(O)=C(c2ccccc2)N2C(=O)C(C1C(C2)=O)C,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.0773
[C@@]1(N=[N+]=[N-])(COC(C(C)C)=O)O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(C(C)C)=O)n1c(nc(cc1)N)=O,"headache, diarrhea, dizziness, vomiting, nausea",Not Severe,0.0824
O1[C@H]2C[C@H](OC(=O)[C@H]3[C@]4([C@H](OC/C4=C\C=C\[C@@H]([C@@H](/C(=C/C2)C)O[C@@H]2O[C@@H](C)[C@@H]([C@@H](OC)C2)O[C@H]2C[C@H](OC)[C@@H](O)[C@@H](O2)C)C)[C@H](O)C(C)=C3)O)C[C@]21O[C@@H]([C@@H](C)CC2)C(C)C.[C@@H]1([C@@H](O[C@@H](O[C@@H]2/C(C)=C/C[C@H]3O[C@]4(O[C@H]([C@@H](C)CC)[C@@H](C)CC4)C[C@@H](OC(=O)[C@H]4[C@]5([C@H](OC/C5=C\C=C\[C@@H]2C)[C@H](O)C(C)=C4)O)C3)C[C@@H]1OC)C)O[C@@H]1O[C@H]([C@@H]([C@@H](OC)C1)O)C,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1283
o1c2cc(cc(c2c(c(c1-c1ccc(c(O)c1)O)O)=O)O)O,"dizziness, headache, diarrhea, nausea, stomach irritation",Not Severe,0.1324
C1CN(c2c3c(cnc2)cc(Cl)cc3)CCN1C,"constipation, headache, fatigue, dizziness, flatulence",Not Severe,0.2821
c1(c(O)cc(cc1)-c1c(OC2C(O)C(C(O)C(CO)O2)O)c(c2c(o1)cc(O)cc2O)=O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1362
c1c2cncc(c2ccc1Cl)N1CCN(CC1)C,"dizziness, constipation, headache, fatigue, drowsiness",Not Severe,0.2303
O=c1c2c(cc(O)cc2oc(-c2ccc(cc2)O)c1O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1651
C1CC(CCN1C)=C1c2ccccc2CC(c2c1ccs2)=O,"headache, fatigue, chills, cough, diarrhea",Not Severe,0.1048
C(CCN(C)C)(c1ccccc1)c1ncc(cc1)Cl,"nausea, vomiting, constipation, itching, headache",Not Severe,0.2179
C1[C@H](O[C@H]2[C@H](C)O[C@H](C[C@@H]2OC)O[C@@H]2/C(C)=C/C[C@H]3O[C@@]4(C[C@@H](OC([C@@H]5C=C([C@H]([C@@H]6[C@@]5(O)/C(=C/C=C/[C@@H]2C)CO6)O)C)=O)C3)O[C@@H]([C@@H](C)CC4)[C@H](CC)C)O[C@@H](C)[C@@H]([C@H]1OC)O.[C@@H]1(O[C@@H]2O[C@@H](C)[C@H](O[C@H]3C[C@@H]([C@H]([C@@H](O3)C)O)OC)[C@H](C2)OC)/C(C)=C/C[C@@H]2C[C@@H](C[C@]3(O2)O[C@@H]([C@@H](C)CC3)C(C)C)OC([C@@H]2C=C([C@H]([C@@H]3[C@]2(/C(=C/C=C/[C@@H]1C)CO3)O)O)C)=O,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1336
C(=O)(O[C@H]1CN2CC[C@H](O)[C@@H]2[C@H]([C@@H]1O)O)CCC,"diarrhea, nausea, dizziness, headache, vomiting",Not Severe,0.1242
OC(CC1(CS[C@H](CCc2c(C(C)(C)O)cccc2)c2cc(/C=C/c3nc4cc(ccc4cc3)Cl)ccc2)CC1)=O,"dizziness, photosensitivity, stomach upset, headache, heartburn",Not Severe,0.1741
O[C@@H]1[C@@H]2N(C[C@H](OC(CCC)=O)[C@H]1O)CC[C@@H]2O,"nausea, diarrhea, itching, vomiting, dizziness",Not Severe,0.1811
c1c(ccc(-c2oc3c(c(O)cc(c3-c3c(O)cc4c(c3O)c(=O)cc(-c3ccc(cc3)O)o4)O)c(c2)=O)c1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.273
C1(CC(=O)c2c(O1)cc(OC)cc2O)c1ccccc1,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.1813
O=C(N[C@@H]1[C@@H](N=C(N)N)C=C(O[C@H]1[C@H](O)[C@@H](CO)O)C(=O)O)C,"nausea, diarrhea, dizziness, headache, vomiting",Not Severe,0.0723
c1(cc2oc(-c3ccc(cc3)O)cc(c2c(O)c1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(cc3)O)oc12)=O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1807
[Na+].c1(ccccc1)C(C)c1c(C(C([O-])=O)C)cccc1,"diarrhea, headache, nausea, vomiting, dizziness",Not Severe,0.1507
c1(c(O)cc(cc1)-c1oc2c(c(O)cc(O)c2)c(=O)c1OC1C(C(O)C(C(CO)O1)O)O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1196
N1C2=C(C(C(N)C1=O)C)C(=O)N(C)C(=O)C2CSc1nnnn1CC(=O)O,"vomiting, diarrhea, headache, dizziness, nausea",Not Severe,0.0982
[C@H]12CC[C@H]([C@@H](CCCC(C)C)C)[C@]2(CCC/C1=C\C=C1/C(=C)CC[C@@H](C1)O)C,"diarrhea, nausea, itching, stomach pain, dizziness",Not Severe,0.1384
NC(c1ncn(n1)[C@@H]1O[C@H](CO)[C@H]([C@H]1O)O)=O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1564
O/N=c1\[nH]c(=O)n(cc1)[C@H]1[C@@H]([C@H](O)[C@@H](COC(=O)C(C)C)O1)O,"headache, diarrhea, dizziness, nausea, vomiting",Not Severe,0.1533
C(C)([C@H]1O[C@]2(O[C@H]3C[C@@H](C2)OC(=O)[C@H]2[C@@]4(/C(CO[C@@H]4[C@H](O)C(=C2)C)=C/C=C/[C@H](C)[C@@H](/C(=C/C3)C)O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@H]([C@H](O)[C@H](C3)OC)C)[C@@H](OC)C2)O)CC[C@@H]1C)C.C1([C@@H]2C=C(C)[C@@H](O)[C@H]3OC/C(=C\C=C\[C@@H]([C@@H](/C(=C/C[C@@H]4C[C@@H](C[C@]5(O4)O[C@H]([C@H](CC)C)[C@H](CC5)C)O1)C)O[C@H]1C[C@@H]([C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O1)OC)C)[C@@]23O)=O,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1207
[nH]1c(SCc2ccccc2F)nc2=CNC(=C(C=c2c1=O)OC)OC,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.1177
O1c2c(c(O)cc(OC3OC(C(C(C3OC3OC(C(C(C3O)O)O)C)O)O)CO)c2)C(CC1c1ccc(O)cc1)=O,"dizziness, headache, diarrhea, cough, headaches",Not Severe,0.1415
C1(C(O)C(O)C(C(C)O1)O)OC1C(OC(C(O)C1O)CO)Oc1cc2c(C(CC(c3ccc(O)cc3)O2)=O)c(O)c1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1011
c1(ccc(cc1)O)-c1oc2c(-c3c(O)cc4oc(-c5ccc(cc5)O)cc(=O)c4c3O)c(O)cc(O)c2c(=O)c1,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.1872
c1ccc(c(c1)CC[C@@H](SCC1(CC1)CC(O)=O)c1cc(ccc1)/C=C/c1nc2c(cc1)ccc(Cl)c2)C(C)(C)O,"headache, diarrhea, nausea, vomiting, dizziness",Not Severe,0.2374
c1cc(ncc1Cl)C(CCN(C)C)c1ccccc1,"headache, dizziness, fatigue, nausea, vomiting",Not Severe,0.2318
C(C)(=C\C=C\C(C)=C\C(Nc1ccc(O)cc1)=O)/C=C/C1=C(CCCC1(C)C)C,"headache, skin dryness, night-blindness, agitation, skin rash",Not Severe,0.1185
c12ccccc1C(=C1CCN(C)CC1)c1ccsc1C(C2)=O,"dizziness, stomach pain, heartburn, stomach irritation, kidney damage",Not Severe,0.0998
CC(=O)N[C@H]1[C@@H](OC(=C[C@@H]1N=C(N)N)C(O)=O)[C@@H]([C@H](O)CO)O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.0846
O(c1cc(cc(O)c1C(C=Cc1ccccc1)=O)O)C,"dizziness, stomach irritation, kidney damage, bleeding, drowsiness",Not Severe,0.1163
C1[C@]2(O[C@H]3C[C@@H]1OC([C@@H]1C=C([C@H]([C@@H]4[C@@]1(O)/C(CO4)=C/C=C/[C@H](C)[C@H](O[C@H]1C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H]([C@@H](O4)C)O)[C@@H](O1)C)/C(C)=C/C3)O)C)=O)O[C@H](C(C)C)[C@H](CC2)C.C[C@@H](CC)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C/C=C(\C)[C@@H](O[C@H]3C[C@@H]([C@H]([C@H](C)O3)O[C@@H]3O[C@H]([C@@H]([C@H](C3)OC)O)C)OC)[C@@H](C)/C=C/C=C3\CO[C@H]4[C@]3(O)[C@H](C(=O)O[C@H](C2)C1)C=C([C@H]4O)C,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1406
c12c(cncc2)nc(C)n1-c1ccc(C2NC(C)=C(C(Nc3ccccn3)=O)[C@H](C=2C(=O)OCC)c2c(Cl)cccc2)cc1,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1595
CC(C)C(=O)OC[C@]1(N=[N+]=[N-])[C@H]([C@@H](OC(C(C)C)=O)[C@@H](O1)n1c(=O)nc(N)cc1)OC(=O)C(C)C,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.0972
c1ncc(N=C(N(C)C)SCCNC)n1C,"dizziness, fatigue, headache, liver damage (overuse), nausea",Not Severe,0.1157
[C@@H]1(O[C@H]([C@@H]([C@@H]1O)O)n1cc/c([nH]c1=O)=N/O)COC(C(C)C)=O,"diarrhea, dizziness, nausea, headache, stomach pain",Not Severe,0.1296
[nH]1c(=O)c2=CC(=C(NC=c2nc1SCc1c(cccc1)F)OC)OC,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1116
c1(n(c2ccncc2n1)-c1ccc(C2NC(=C(C(=O)Nc3ncccc3)[C@@H](c3c(Cl)cccc3)C=2C(OCC)=O)C)cc1)C,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1503
C1(O)C(O)C(O)C(C)OC1OC1C(O)C(O)C(OC1Oc1cc(c2c(OC(c3ccc(O)cc3)CC2=O)c1)O)CO,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1119
c1ncc2nc(C)n(-c3ccc(C4NC(C)=C([C@@H](c5c(Cl)cccc5)C=4C(OCC)=O)C(Nc4ccccn4)=O)cc3)c2c1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1568
c1(O)cc(c2c(oc(-c3cc(c(cc3)O)O)c(c2=O)O)c1)O,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.1485
c1(O)cc(cc2oc(-c3cc(c(c(O)c3)O)O)c(c(c21)=O)O)O,"headache, dizziness, vomiting, nausea, diarrhea",Not Severe,0.1504
O=c1c2c(c(O)c(cc2oc(c1)-c1ccccc1)O)O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1538
C(OC[C@@H]1[C@H]([C@H]([C@H](n2cc/c([nH]c2=O)=N/O)O1)O)O)(=O)C(C)C,"nausea, diarrhea, dizziness, vomiting, headache",Not Severe,0.0992
